"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/2013","-104.375","49.1759986877441","717","-0.704000000000008","-13.256","1.215362376","6.2497649416313","0.919406528080818","3.095230426776",
"1/2/2013","-104.375","49.1759986877441","717","-3.33499999999998","-13.022","1.6565322888","6.10287895122244","0.925717511847419","3.908048995296",
"1/3/2013","-104.375","49.1759986877441","717","-1.065","-10.83","0.0034332264","5.31254572896948","0.855638372708172","6.404857239096",
"1/4/2013","-104.375","49.1759986877441","717","-1.93200000000002","-12.1","0.054931644","3.3826469052414","0.860161313192213","6.276296425284",
"1/5/2013","-104.375","49.1759986877441","717","-3.43599999999998","-11.702","0.3072737016","5.11962192321768","0.925535021892134","6.28470525348",
"1/6/2013","-104.375","49.1759986877441","717","0.740999999999985","-16.534","0.0137329056","6.16845758154157","0.901893639666034","4.766125035816",
"1/7/2013","-104.375","49.1759986877441","717","-1.60899999999998","-7.29300000000001","0.0034332264","6.08455619682897","0.909633410563689","6.507658125144",
"1/8/2013","-104.375","49.1759986877441","717","0.687000000000012","-5.07799999999997","1.9174567176","8.27845966955333","0.931017960635917","6.513204685932",
"1/9/2013","-104.375","49.1759986877441","717","2.02699999999999","-9.149","0.14934546","5.73188754830506","0.933729363699448","4.414814445168",
"1/10/2013","-104.375","49.1759986877441","717","1.46600000000001","-9.92700000000002","1.3492586088","6.42682086459679","0.931910029934527","2.02070946834",
"1/11/2013","-104.375","49.1759986877441","717","-10.086","-19.024","12.9398344992","9.54350225557283","0.872381380385607","2.65160661228",
"1/12/2013","-104.375","49.1759986877441","717","-13.982","-21.553","0.0034332264","4.37755698090955","0.795985350315429","7.0552699109244",
"1/13/2013","-104.375","49.1759986877441","717","-16.932","-21.486","0.1905441408","3.44834722339835","0.815267480296806","6.744849940152",
"1/14/2013","-104.375","49.1759986877441","717","-12.841","-22.195","0.1253127744","3.21407258474699","0.844253308539527","6.679472137236",
"1/15/2013","-104.375","49.1759986877441","717","1.423","-13.845","4.1147267904","6.86030773618957","0.959575266582435","2.489717293632",
"1/16/2013","-104.375","49.1759986877441","717","1.411","-3.91000000000003","2.9628753624","5.61389120437934","0.967280323294237","2.75292829764",
"1/17/2013","-104.375","49.1759986877441","717","1.01600000000002","-7.75999999999999","1.7389305144","3.82667552686617","0.960106246335157","2.514753792324",
"1/18/2013","-104.375","49.1759986877441","717","1.05000000000001","-1.67200000000003","0.005149836","6.21734972112537","0.926578199103747","7.0358722747344",
"1/19/2013","-104.375","49.1759986877441","717","0.925999999999988","-16.482","1.2153626064","5.7736750589984","0.889033119954431","6.936525541476",
"1/20/2013","-104.375","49.1759986877441","717","-12.741","-25.293","1.3097760624","6.47429906076333","0.786255867575593","7.851820847508",
"1/21/2013","-104.375","49.1759986877441","717","-15.905","-25.275","0.3433223664","3.11186934319206","0.776560820082103","6.068401597584",
"1/22/2013","-104.375","49.1759986877441","717","-7.91699999999997","-19.348","0.806808672","3.55664387470587","0.884033728390565","5.893272037728",
"1/23/2013","-104.375","49.1759986877441","717","-15.524","-19.561","0.0858307032","4.12074249613221","0.830411532853332","6.1112370977784",
"1/24/2013","-104.375","49.1759986877441","717","0.326000000000022","-18.066","1.6994480544","8.18173023669224","0.900123573459077","5.7551914563516",
"1/25/2013","-104.375","49.1759986877441","717","-4.483","-16.788","0.3450393288","3.77042162605065","0.926163168102651","5.8811437285596",
"1/26/2013","-104.375","49.1759986877441","717","0.0960000000000036","-11.763","0.2111434704","2.06030409203095","0.963734693956417","5.95163021436",
"1/27/2013","-104.375","49.1759986877441","717","0.440999999999974","-3.87599999999998","3.2392504224","2.85755845664038","0.979652579311251","3.953804291892",
"1/28/2013","-104.375","49.1759986877441","717","-4.03899999999999","-18.55","0.0034332264","1.89956226225961","0.897262653104316","8.1979865763984",
